Parameter,Start,End,Freq Lower Bound (mHz),Freq Upper Bound (mHz),FHB,PG5,GHB,PG4,SKT,STF,PG3,ATU,PG2,GDH,UMQ,PG1,PG0,UPN,KUV,SVS,THL,Arctic Maximum,Arctic Mean,Arctic Standard Deviation,Arctic Coefficient of Variation,Arctic Maximum GEOLON,Arctic Maximum GEOLAT,Arctic Maximum AACGMLON,Arctic Maximum AACGMLAT,Antarctic Maximum,Antarctic Mean,Antarctic Standard Deviation,Antarctic Coefficient of Variation,Antarctic Maximum GEOLON,Antarctic Maximum GEOLAT,Antarctic Maximum AACGMLON,Antarctic Maximum AACGMLAT
By,2015-04-13 22:36:33,2015-04-14 00:06:33,2.5,3,2707.6990432274874,Error,2146.8561949800633,0.06401662968718075,1856.8512725621686,3538.069197338906,0.02666775380350118,3465.741321897736,0.028885806515611505,2631.184533156148,4875.350685317726,0.034127397489522884,0.015025033312473873,Error,3355.5369527149705,3547.425142857617,4062.620399557108,4875.350685317726,3218.733474360993,857.6876642019972,26.646743852324455,307.87,70.68,42.58,76.38,0.06401662968718075,0.03374452416165803,0.01637470072063825,48.52550488545304,12.25,-83.34,36.39,-70.83
Bz,2015-04-13 22:36:33,2015-04-14 00:06:33,2.5,3,7524.260994925256,Error,3434.410357152788,0.07226416172460366,3571.9806219077923,918.6473436040854,0.009703054439169563,2747.8953842751353,0.008669731907627095,810.6153526943368,771.7521871944015,0.03709777865732029,0.0097897183666859,Error,873.7822902288308,1184.2177711342433,1258.2307041339009,7524.260994925256,2309.5793007250772,2030.3622957316484,87.91048201264314,310.32,62.0,39.05,67.41,0.07226416172460366,0.027504889019081304,0.024823020580928293,90.24948460510971,12.25,-83.34,36.39,-70.83
Bx,2015-04-13 22:37:19,2015-04-14 00:07:19,2.5,3,4636.077157456908,Error,1106.4993453038514,0.11000282653368713,2735.942318326227,6710.015129292212,0.021570248342522042,4194.377829293879,0.017645536310311516,1094.9120775315305,959.09909455456,0.04696981110336226,0.01381838090372919,Error,1501.5068860810939,1557.7871443437261,2232.574184830808,6710.015129292212,2672.8791167014797,1821.030697242024,68.12993097455539,309.28,67.02,40.87,72.64,0.11000282653368713,0.04200136063872243,0.03592715334952946,85.53807020339012,12.25,-83.34,36.39,-70.83
By,2015-04-13 22:37:19,2015-04-14 00:07:19,2.5,3,2691.3313616153146,Error,2275.043282279787,0.043690974427546776,1954.2233318920003,3595.0967823146552,0.02793252476424352,3482.8970293801854,0.030580396592687888,2642.229560350975,4847.531879119507,0.03709065678071206,0.01697429579376558,Error,3162.9159392559122,3341.2829017566637,3857.0261100473554,4847.531879119507,3184.9578178012353,798.6617741913032,25.076055002281528,307.87,70.68,42.58,76.38,0.043690974427546776,0.031253769671791165,0.00899044811487908,28.765963943842664,12.25,-83.34,36.39,-70.83
Bz,2015-04-13 22:37:19,2015-04-14 00:07:19,2.5,3,7813.1722045692595,Error,3551.6444103247177,0.05277614211302169,3578.0832100019534,957.8168531032954,0.011277063813959707,2866.0150193605004,0.009112519485993079,748.4071359012656,769.1429331710949,0.03369241667344147,0.010038751654617267,Error,842.3266268974892,1136.8059805895869,1252.590304848565,7813.1722045692595,2351.600467876772,2121.7031727329063,90.22379446320501,310.32,62.0,39.05,67.41,0.05277614211302169,0.023379378748206642,0.01731190387450196,74.0477497753438,12.25,-83.34,36.39,-70.83
Bx,2015-04-13 22:38:31,2015-04-14 00:08:31,2.5,3,4574.993684042279,Error,1188.9422144161847,0.14459772875988638,2947.5073898848564,7209.333027945431,0.018850389283633476,4658.44007773803,0.01875174831137373,1275.6021470965743,1114.6249304629105,0.045306296188428595,0.016675405536836066,Error,1466.4703529453477,1459.620072921781,2048.012723960545,7209.333027945431,2794.3546621413943,1948.544309047031,69.73146019889278,309.28,67.02,40.87,72.64,0.14459772875988638,0.048836313616031655,0.049033193633517026,100.40314266763318,12.25,-83.34,36.39,-70.83
By,2015-04-13 22:38:31,2015-04-14 00:08:31,2.5,3,2631.3497464167153,Error,2403.9012925643965,0.06806744436119498,2073.8350137421817,3672.329921882474,0.027585803726953947,3524.094203328505,0.02973562876431751,2660.342332777839,4748.53285482165,0.03417646174811544,0.015239211589112803,Error,2963.880256682974,3108.622768750822,3630.1252457810238,4748.53285482165,3141.701363674858,738.770843753581,23.514992618185655,307.87,70.68,42.58,76.38,0.06806744436119498,0.03496091003793894,0.0177047966450313,50.64169275290139,12.25,-83.34,36.39,-70.83
Bz,2015-04-13 22:38:31,2015-04-14 00:08:31,2.5,3,7967.192966767262,Error,3686.083696406865,0.07570009713233244,3598.0275078610885,990.6464852759486,0.009760779669095032,2936.318456568788,0.008632555842307273,663.5847111202328,768.9921732308949,0.03683067889947609,0.009451772030640505,Error,807.5936030377447,1087.1065681329328,1246.1158124871545,7967.192966767262,2375.166198088891,2182.1293947262084,91.87270332838165,310.32,62.0,39.05,67.41,0.07570009713233244,0.028075176714770268,0.026096190184972817,92.9511163904578,12.25,-83.34,36.39,-70.83
Bx,2015-04-13 22:47:33,2015-04-14 00:17:33,2.5,3,5494.692315433371,Error,1687.1197962523495,0.21354083672147278,3160.8890560712207,6730.378642079845,0.03456877300059163,5973.619813363392,0.02892033187823243,2487.219221633836,2194.4559189679294,0.05347435181505006,0.020638877603560677,Error,2399.839579619771,1917.5655529109458,2057.022708276496,6730.378642079845,3410.2802604609155,1799.465992487829,52.765926992892446,309.28,67.02,40.87,72.64,0.21354083672147278,0.07022863420378153,0.07246549367878755,103.18511031912617,12.25,-83.34,36.39,-70.83
By,2015-04-13 22:47:33,2015-04-14 00:17:33,2.5,3,926.9123304232719,Error,3683.139933612616,0.0744147854372898,3719.1517153259065,4220.3543596247255,0.03302530633800441,4183.283747520322,0.03758825767046291,2745.8975521678312,2644.070240775338,0.04318251455891596,0.0194876297225394,Error,1874.2644889527462,1676.3323300138402,2256.876821454361,4220.3543596247255,2793.028351987096,1072.6354017595988,38.40402840867956,309.28,67.02,40.87,72.64,0.0744147854372898,0.04153969874544249,0.018209188239024995,43.8356290222803,12.25,-83.34,36.39,-70.83
Bz,2015-04-13 22:47:33,2015-04-14 00:17:33,2.5,3,5442.313469142572,Error,3664.396792621044,0.06473047501098123,3781.7226156290913,1070.198095905183,0.012078242530449862,2403.209774166109,0.011448406516930241,150.6900696204669,828.1901495190074,0.03814099423501111,0.009722952660562247,Error,691.0149424709691,917.2890593344785,1177.1688117716842,5442.313469142572,2012.6193780180606,1648.5033505721037,81.90835130463057,310.32,62.0,39.05,67.41,0.06473047501098123,0.02722421419078694,0.021496355075658686,78.9604244405826,12.25,-83.34,36.39,-70.83
Bx,2015-04-13 22:49:29,2015-04-14 00:19:29,2.5,3,5552.748038683789,Error,1584.4854314644103,0.22627824816543524,2280.002866501284,4986.795736139504,0.03116873258271242,4995.590743337594,0.028022239904605215,2301.2859093918405,2162.656783024835,0.05458554207321679,0.019353705737243102,Error,2736.7584776573112,2196.4480536432147,2329.6430139822664,5552.748038683789,3112.641505382605,1385.4664882769835,44.51095591577554,310.32,62.0,39.05,67.41,0.22627824816543524,0.07188169369264255,0.07807411773626194,108.61474420747157,12.25,-83.34,36.39,-70.83
By,2015-04-13 22:49:29,2015-04-14 00:19:29,2.5,3,569.2673188749604,Error,4027.7462995774717,0.08242657689561494,4063.8041836931257,4174.900820562017,0.03989995100730266,4282.254382367597,0.04449826708910576,2720.908198421894,2354.7286194402845,0.04760244652031826,0.021633453412830916,Error,1820.8423108096683,1647.3981363764817,2221.2008002667535,4282.254382367597,2788.3051070390256,1224.4821095493933,43.91492546702333,306.43,67.93,38.19,73.99,0.08242657689561494,0.0472121389850345,0.019775294317006146,41.88603766348015,12.25,-83.34,36.39,-70.83
Bz,2015-04-13 22:49:29,2015-04-14 00:19:29,2.5,3,4539.690217539723,Error,3103.178308031497,0.06099969714014304,3647.46166971182,1125.5258151556986,0.013836247650005263,2265.810137148781,0.011241169223383413,122.29788478124146,655.31784488393,0.03939490083971034,0.009435827245359407,Error,712.219719107715,956.0082939732416,1176.9266120548975,4539.690217539723,1830.4436502388544,1403.1645367849944,76.65707363359127,310.32,62.0,39.05,67.41,0.06099969714014304,0.02698156841972029,0.0201977056210097,74.85741861561908,12.25,-83.34,36.39,-70.83
Bx,2015-04-14 00:04:45,2015-04-14 01:34:45,2.5,3,10588.453350340042,Error,134853.85355695884,1.7282898118498236,32439.36824072569,13708.420495533523,0.0496099143016272,1938.73523148948,0.03741727531888897,103.48110108183424,181.57936460388726,0.05517970367333572,0.022445462210337875,Error,1136.7003242164033,977.2137630920797,1029.5615921879053,134853.85355695884,19695.73670202297,39580.04488456191,200.95742283403192,308.27,64.17,37.85,69.98,1.7282898118498236,0.3785884334708026,0.6749443619314313,178.27918189251392,12.25,-83.34,36.39,-70.83
By,2015-04-14 00:04:45,2015-04-14 01:34:45,2.5,3,13728.389751345267,Error,1462.1185135132635,1.6595440990246584,9107.56899124873,19047.116159655732,0.07688168280621131,8227.340514871526,0.06658342478368488,3485.214789162131,2077.5153443090476,0.054839329886538786,0.029514735057839615,Error,1725.356158146357,2163.8283201567015,2862.494681147972,19047.116159655732,6388.694322355674,5728.853095938352,89.6717358332771,309.28,67.02,40.87,72.64,1.6595440990246584,0.3774726543117866,0.6412302566374447,169.87462517160205,12.25,-83.34,36.39,-70.83
Bz,2015-04-14 00:04:45,2015-04-14 01:34:45,2.5,3,61580.61675468412,Error,33720.56334123557,3.875196715458503,22467.00563739356,35455.31964025492,1.3402604354368346,13922.038360515897,0.3858135167751364,5890.843863534743,3764.7781043015916,0.12160603778187576,0.009319745334947716,Error,503.7057510235769,938.3055323977287,499.3685722708166,61580.61675468412,17874.254555761254,19339.822334336288,108.19932251721598,310.32,62.0,39.05,67.41,3.875196715458503,1.1464392901574596,1.4426059298379803,125.83360865448385,12.25,-83.34,36.39,-70.83
Bx,2015-04-14 00:05:26,2015-04-14 01:35:26,2.5,3,11079.080895442237,Error,128485.1229426115,2.0048917624713716,31691.228841824453,13702.255814924083,0.04460923073292485,1857.883449743324,0.036961842435316916,72.8079925809929,176.54811123313527,0.050370170296384,0.022127865562689086,Error,1005.8149711065241,896.9695754352575,970.4555197228773,128485.1229426115,18993.81681146244,37711.873572599965,198.5481588399942,308.27,64.17,37.85,69.98,2.0048917624713716,0.4317921742997372,0.7866068303855406,182.17255365066012,12.25,-83.34,36.39,-70.83
By,2015-04-14 00:05:26,2015-04-14 01:35:26,2.5,3,13140.493569384515,Error,1593.433651523007,2.007387755119745,8809.780360694034,18658.676259343494,0.07569812949693766,8245.32886907599,0.06257386339102712,3467.95907830014,2128.1821496322373,0.05279921577124979,0.0292551869130222,Error,1957.2261461491923,2440.113135104804,3314.3316506051224,18658.676259343494,6375.5524869812525,5475.439387304471,85.88180237689528,309.28,67.02,40.87,72.64,2.007387755119745,0.44554283013839624,0.7810701441359051,175.30753303633819,12.25,-83.34,36.39,-70.83
Bz,2015-04-14 00:05:26,2015-04-14 01:35:26,2.5,3,57339.999628047575,Error,33924.17731034103,4.573961120455569,22251.99490712611,35093.7683477753,1.3506344488819257,14217.583144627437,0.42051487969246565,5977.568320116259,3693.008682696133,0.1363140852277332,0.008856593896254485,Error,564.781452360416,1066.4003210596402,520.4119912813583,57339.999628047575,17464.969410543123,18353.29391583658,105.08632156410877,310.32,62.0,39.05,67.41,4.573961120455569,1.2980562256307895,1.7038824287245393,131.26414673575013,12.25,-83.34,36.39,-70.83
Bx,2015-04-14 00:06:53,2015-04-14 01:36:53,2.5,3,11507.19613724405,Error,122475.45158052776,1.7872838862954452,30853.50326155507,13638.805294868833,0.04553293872912099,1790.591314030477,0.03586042944369396,68.09911201263641,206.57292180334176,0.04989664859587858,0.02272527425340141,Error,1011.3715547452849,904.5524069761394,973.8682548214051,122475.45158052776,18343.001183858498,35933.26256525897,195.8963105605618,308.27,64.17,37.85,69.98,1.7872838862954452,0.388259835463508,0.6995742310263846,180.18197277378093,12.25,-83.34,36.39,-70.83
By,2015-04-14 00:06:53,2015-04-14 01:36:53,2.5,3,12657.032545254307,Error,1738.9244440841649,1.8353955411373495,8569.441575787083,18257.068280254953,0.08080447561512664,8246.294998966532,0.06849432071947457,3455.2025506454675,2199.4938245036064,0.05830977729664115,0.03239717856234106,Error,2238.8930289100203,2771.342446723673,3853.1963398857997,18257.068280254953,6398.689003501561,5223.654606641621,81.63632587523905,309.28,67.02,40.87,72.64,1.8353955411373495,0.41508025866618653,0.7103364173843776,171.13230575382298,12.25,-83.34,36.39,-70.83
Bz,2015-04-14 00:06:53,2015-04-14 01:36:53,2.5,3,53351.6127266117,Error,33762.639623922354,4.07228528233145,22130.54635071322,34640.68174481397,1.5535716870910556,14631.544136356088,0.4125397667711644,6088.8866561054965,3624.7256192695936,0.03886662376124215,0.009190212472914192,Error,636.2017421737993,1215.7643855018316,543.2543402157326,53351.6127266117,17062.585732568376,17410.35103303575,102.03817467011211,310.32,62.0,39.05,67.41,4.07228528233145,1.2172907144855654,1.5336161921012637,125.98602567582876,12.25,-83.34,36.39,-70.83
Bx,2015-04-14 00:09:02,2015-04-14 01:39:02,2.5,3,12086.105785277481,Error,109351.59105119956,2.164777116447407,28170.775402312454,13136.512125069363,0.04647824330512464,1707.8820571874176,0.04031890106119244,218.02384851557264,486.0977830000034,0.05577978920691891,0.02396640550122613,Error,1447.184600927698,1192.2249468744753,1296.1512779273262,109351.59105119956,16909.254887829138,31967.440288125046,189.05292101980447,308.27,64.17,37.85,69.98,2.164777116447407,0.4662640911043737,0.8493197943045412,182.15423630262362,12.25,-83.34,36.39,-70.83
By,2015-04-14 00:09:02,2015-04-14 01:39:02,2.5,3,11865.956451822312,Error,2143.187409408086,2.4359024533182634,8246.641146378253,17045.379448166652,0.06841733267403997,8151.501309123657,0.05361763263172254,3483.8403963882733,2575.515241691222,0.044584226338698976,0.022694444580903344,Error,3412.0377439617014,4149.66226969348,6052.153281527313,17045.379448166652,6712.587469816094,4517.361776970751,67.29687765386413,309.28,67.02,40.87,72.64,2.4359024533182634,0.5250432179087257,0.9555446019641891,181.99351393779978,12.25,-83.34,36.39,-70.83
Bz,2015-04-14 00:09:02,2015-04-14 01:39:02,2.5,3,44561.80329829897,Error,31533.59407067079,5.5339749087308,22626.394011458953,32972.90285744305,1.5359851923075012,16538.499264911658,0.5101480436650021,6558.452618202426,3452.303004707141,0.0358873620461937,0.008655724211579147,Error,894.8005785631105,1777.086319484304,627.0542275680241,44561.80329829897,16154.289025130845,15173.934603547204,93.93130567331977,310.32,62.0,39.05,67.41,5.5339749087308,1.5249302461922152,2.0793595828265112,136.35768508223367,12.25,-83.34,36.39,-70.83
Bx,2015-04-14 00:12:51,2015-04-14 01:42:51,2.5,3,11146.266441970934,Error,107358.71658257188,1.5843399394617226,25853.708524242706,12103.052800978623,0.03795004556683743,1767.8911952574972,0.032036349543806894,554.70655614195,950.7157453001442,0.04728746847788418,0.02257850336606541,Error,2266.24742672188,2298.8877616990476,2546.192733910889,107358.71658257188,16684.63857687955,31148.83726216678,186.69171117275948,308.27,64.17,37.85,69.98,1.5843399394617226,0.3448384612832633,0.6198028152586026,179.73714792488684,12.25,-83.34,36.39,-70.83
By,2015-04-14 00:12:51,2015-04-14 01:42:51,2.5,3,11926.503030598684,Error,2319.0962870859835,1.87429921452445,8463.733701948531,15920.50392941534,0.06954400170340587,7939.885931913559,0.054462692677245364,3661.244933078631,3199.2796933609015,0.04785068995453921,0.02549922595459229,Error,4992.410505350125,6053.32317761008,8994.332157234938,15920.50392941534,7347.031334759677,4025.854071642624,54.7956567518071,309.28,67.02,40.87,72.64,1.87429921452445,0.41433116496284655,0.7301216921020236,176.21693800597748,12.25,-83.34,36.39,-70.83
Bz,2015-04-14 00:12:51,2015-04-14 01:42:51,2.5,3,42717.99647893469,Error,27843.09498097222,4.159124018312815,24495.59648349526,31213.378277291333,1.7619403495045225,18974.159524243572,0.5111102396709062,7083.033013475571,3306.1225786994173,0.0310823068184161,0.009457747470827924,Error,1159.9160139463504,2427.17090471541,727.0006079224027,42717.99647893469,15994.746886369621,14300.135449490532,89.4052000390003,310.32,62.0,39.05,67.41,4.159124018312815,1.2945429323554973,1.5675349190523078,121.08790522691166,12.25,-83.34,36.39,-70.83
Bx,2015-04-14 00:26:24,2015-04-14 01:56:24,2.5,3,3918.9254190081547,Error,162903.8314952834,1.7945381297868683,27428.636687051127,6475.064794632894,0.03254383736563132,1476.8010215675129,0.028496778401194668,1494.8241834999417,2539.960896741228,0.04750507796514378,0.02204775486776086,Error,5753.631523008386,4619.495001801695,5119.061045283448,162903.8314952834,22173.02320678778,47457.727424850746,214.03363439552353,308.27,64.17,37.85,69.98,1.7945381297868683,0.3850263156773198,0.7048056163362499,183.0538816798508,12.25,-83.34,36.39,-70.83
By,2015-04-14 00:26:24,2015-04-14 01:56:24,2.5,3,12528.102236011353,Error,1937.5438376283728,2.18629739578081,9188.462493683042,12784.777465451749,0.06463630773218546,5831.235247077585,0.04628711398008647,2974.2196865038204,2910.9601993910865,0.03873972299544308,0.022030303051033696,Error,6405.541332043005,8557.996777462731,13124.281227991054,13124.281227991054,7624.31205032438,4063.5509111387996,53.29727960132369,290.77,77.47,29.24,84.72,2.18629739578081,0.4715981687079118,0.8574588723364884,181.819805341009,12.25,-83.34,36.39,-70.83
Bz,2015-04-14 00:26:24,2015-04-14 01:56:24,2.5,3,76818.21087432768,Error,16066.499592021535,5.104444357041886,27338.846376118992,28737.622842344816,1.65859811633768,17044.383670299983,0.4946731172421559,5882.572865502048,3066.528801872672,0.03926262930589638,0.008031608349993584,Error,1596.5982752717036,3113.075651046828,694.4073953916534,76818.21087432768,18035.874634419793,21969.8600937682,121.81200268403262,310.32,62.0,39.05,67.41,5.104444357041886,1.4610019656555222,1.9172883842095285,131.23106123606615,12.25,-83.34,36.39,-70.83
Bx,2015-04-14 00:34:18,2015-04-14 02:04:18,2.5,3,2095.0095424518854,Error,118914.9944275976,1.4480054008502308,25950.34836508789,8157.039227144555,0.03486605443756396,828.3963827469377,0.027469655352519752,460.1842167717877,1096.5669523702145,0.053532225850998816,0.02084894678143248,Error,2460.499901871628,2283.4491200674433,2720.2081909324697,118914.9944275976,16496.669632704237,34906.28875379001,211.5959737993974,308.27,64.17,37.85,69.98,1.4480054008502308,0.3169444566545491,0.5656361550281042,178.46538822561405,12.25,-83.34,36.39,-70.83
